breed,a_adaptability,a1_adapts_well_to_apartment_living,a2_good_for_novice_owners,a3_sensitivity_level,a4_tolerates_being_alone,a5_tolerates_cold_weather,a6_tolerates_hot_weather,b_all_around_friendliness,b1_affectionate_with_family,b2_incredibly_kid_friendly_dogs,b3_dog_friendly,b4_friendly_toward_strangers,c_health_grooming,c1_amount_of_shedding,c2_drooling_potential,c3_easy_to_groom,c4_general_health,c5_potential_for_weight_gain,c6_size,d_trainability,d1_easy_to_train,d2_intelligence,d3_potential_for_mouthiness,d4_prey_drive,d5_tendency_to_bark_or_howl,d6_wanderlust_potential,e_exercise_needs,e1_energy_level,e2_intensity,e3_exercise_needs,e4_potential_for_playfulness,size
Affenpinscher,2,1,1,2,5,5,2,4,5,4,5,3,3,2,1,3,4,4,3,4,1,4,3,4,2,5,4,4,3,5,4,4.0
Cesky Terrier,3,2,2,2,1,5,2,4,5,5,2,3,4,2,1,5,3,3,4,3,4,5,3,3,4,2,4,5,3,4,5,2.0
Chow Chow,3,1,3,5,1,4,3,4,5,4,3,3,3,3,2,3,3,1,4,4,4,2,3,1,4,3,5,5,2,3,4,1.0
Chorkie,3,4,2,3,2,3,3,4,5,4,5,3,3,2,2,4,3,2,4,4,5,5,5,5,2,5,4,5,4,4,5,5.0
Belgian Malinois,3,5,2,4,2,2,3,4,5,5,4,4,3,2,2,1,3,4,3,3,5,5,3,4,3,3,4,4,3,5,4,2.0
Belgian Malinois,3,2,3,4,2,4,2,4,5,4,4,5,3,4,1,1,4,3,2,3,3,4,3,3,3,2,4,4,4,5,5,5.0
Bocker,2,2,4,5,1,3,1,4,5,4,4,4,3,2,1,5,4,4,4,3,3,4,3,5,4,4,4,4,3,3,5,3.0
Labrador Retriever,4,4,5,3,2,4,4,4,4,5,3,3,3,3,5,4,3,3,2,3,1,5,5,4,3,3,4,5,4,4,5,5.0
Chinese Shar-Pei,3,4,3,3,3,4,3,4,5,4,5,3,3,4,2,4,4,1,4,4,4,5,3,3,4,3,4,5,3,3,3,4.0
Bocker,3,5,3,2,2,4,3,5,5,2,3,3,3,1,2,5,2,4,1,3,4,4,2,3,4,5,5,4,2,4,4,2.0
Chow Chow,3,2,3,4,3,3,4,4,5,5,3,5,3,4,1,4,3,4,2,3,2,3,3,1,4,3,4,5,4,4,4,3.0
Cairn Terrier,3,2,3,5,3,4,3,4,5,4,4,3,3,1,1,2,3,4,3,3,4,5,3,5,4,4,5,5,4,5,4,2.0
Bocker,3,3,2,4,2,5,3,3,4,5,3,4,3,3,1,3,3,3,5,4,4,5,3,5,2,2,4,3,5,4,4,2.0
Rottle - Medium,3,2,3,4,3,4,1,4,4,4,3,3,2,3,1,3,4,4,1,3,2,5,3,3,3,4,4,5,3,4,5,3.0
Chow Chow,3,3,2,2,3,4,3,5,4,4,5,2,4,2,2,1,3,4,4,3,4,4,3,4,1,4,4,2,4,4,4,5.0
Afador,3,1,2,5,3,2,1,4,5,5,4,3,5,4,1,4,3,3,2,4,3,5,3,2,2,2,2,5,4,4,5,3.0
Bocker,3,1,3,2,2,2,4,4,5,5,2,2,3,3,1,3,3,4,2,4,3,5,3,3,2,5,5,5,1,4,5,2.0
Bocker,3,1,2,5,5,4,3,3,5,4,4,3,3,3,1,1,3,4,3,3,1,5,3,3,3,2,4,5,5,5,5,3.0
Bocker,3,4,1,3,3,3,3,4,4,4,3,3,3,2,5,5,3,3,2,3,5,5,3,3,3,4,5,5,1,4,1,5.0
Chow Chow,3,2,2,4,2,1,3,5,5,5,4,3,3,3,1,2,3,2,4,4,5,4,2,4,2,2,5,4,3,4,5,2.0
Cesky Terrier,3,4,3,4,5,4,2,4,5,5,5,4,3,4,2,4,2,2,3,4,5,5,2,5,2,3,4,5,5,4,5,2.0
Bolognese,3,2,3,4,1,2,3,4,5,4,5,3,3,4,1,5,4,4,4,4,3,4,3,4,1,1,4,3,4,5,5,3.0
Bocker,2,1,3,4,2,3,3,4,5,5,5,2,2,3,1,4,3,3,3,3,3,5,3,2,2,2,3,5,3,4,5,2.0
Bocker,3,5,5,5,2,2,3,4,4,1,2,4,5,2,1,3,1,5,1,4,5,4,3,1,3,1,4,5,1,5,5,3.0
Bichon Frise,2,1,3,4,3,4,3,4,5,5,4,4,3,1,1,3,4,3,4,3,4,4,3,4,4,3,4,5,5,4,4,3.0
Cesky Terrier,3,1,2,4,3,3,2,4,4,4,2,4,3,1,1,4,4,4,5,3,3,5,3,5,4,2,4,5,5,4,5,4.0
Bocker,2,4,3,5,2,3,4,4,5,1,5,3,4,5,2,5,4,2,4,3,3,5,3,4,2,1,5,5,4,3,5,2.0
Chorkie,3,5,2,3,3,3,3,3,5,4,5,3,4,3,2,3,4,3,3,4,5,4,3,4,4,3,4,5,1,4,5,3.0
Shiba Inu,3,5,2,5,2,3,3,4,5,4,3,5,3,4,2,3,4,4,3,3,4,4,3,3,2,2,4,5,3,2,5,2.0
Bluetick Coonhound,3,1,3,3,3,2,4,3,5,4,3,3,3,2,2,2,5,3,4,4,4,4,3,3,3,2,4,5,4,4,5,3.0
Bluetick Coonhound,3,5,3,2,3,3,4,4,4,1,3,4,3,1,1,5,3,3,3,3,5,5,3,5,3,2,4,5,3,4,5,3.0
Chow Chow,3,2,2,3,1,3,3,4,5,4,5,3,3,3,2,4,4,4,5,3,4,5,3,3,4,3,2,4,2,5,4,3.0
Bluetick Coonhound,3,1,3,3,3,4,3,4,4,3,5,2,3,3,1,2,3,3,2,3,4,4,3,4,2,2,4,4,2,3,4,4.0
Chow Chow,3,1,2,3,4,4,3,4,5,4,4,3,3,3,3,4,4,3,3,3,3,4,3,3,1,3,4,4,3,5,5,3.0
Chow Chow,3,5,3,3,3,3,3,3,2,4,4,1,3,4,2,3,3,1,1,4,5,4,3,3,3,3,4,4,4,3,4,3.0
Cesky Terrier,3,1,4,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,3,3,5,3,4,1,3,4,4,3,2,5,3.0
Cesky Terrier,3,3,4,4,1,4,4,3,5,5,3,3,3,5,2,2,3,4,2,4,5,5,1,4,3,3,4,4,5,5,4,3.0
Bocker,2,1,3,5,2,3,3,4,5,4,3,3,3,3,1,5,3,3,4,3,4,5,3,3,4,3,4,4,3,4,5,3.0
Cheagle,2,4,2,3,5,4,3,5,5,4,5,3,3,3,1,5,3,4,2,3,4,4,2,1,4,3,4,3,3,5,5,4.0
Chow Chow,3,2,5,3,2,3,3,4,5,5,5,5,3,3,2,5,4,4,4,3,3,4,3,3,3,2,4,5,5,4,4,3.0
Boglen Terrier,3,3,3,3,1,4,3,3,5,4,3,3,3,1,2,5,4,1,4,3,5,5,3,4,4,3,5,4,5,4,4,2.0
Chow Chow,3,4,4,5,1,3,3,4,5,4,3,4,3,3,1,2,4,1,1,3,5,3,2,5,3,5,4,5,4,5,5,4.0
Puli,2,5,3,3,3,3,3,5,4,5,3,4,3,1,2,2,3,3,3,3,5,5,3,3,3,2,4,5,3,4,5,4.0
Japanese Spitz,3,5,4,4,2,4,4,4,5,4,1,3,3,4,1,5,4,4,3,4,4,3,3,4,2,3,4,5,2,5,5,3.0
Belgian Tervuren,3,5,1,5,3,4,3,5,4,3,4,4,3,2,2,3,4,5,4,3,4,5,3,3,4,2,4,3,2,5,5,5.0
Bocker,2,3,2,5,2,3,3,4,5,4,4,3,3,3,3,5,4,4,2,4,4,5,3,2,3,2,5,5,3,5,5,2.0
Chinese Shar-Pei,3,4,3,4,5,4,2,5,4,5,5,2,3,5,2,5,4,5,3,4,3,4,3,4,4,3,4,4,4,4,5,2.0
Bocker,2,3,3,4,3,3,3,4,5,4,4,3,3,3,1,3,4,3,4,3,4,4,3,3,4,2,4,5,4,5,5,3.0
Kuvasz,3,2,2,4,2,3,3,4,5,4,4,1,4,3,1,5,4,2,3,4,3,4,3,4,3,4,4,4,4,4,5,4.0
Cesky Terrier,3,2,4,3,2,2,3,4,4,4,5,3,3,4,2,5,3,4,4,3,4,4,3,3,2,5,4,5,3,4,4,2.0
Cesky Terrier,3,5,1,2,2,4,3,3,5,4,1,3,2,2,1,1,3,4,4,3,5,5,3,4,5,4,5,4,1,4,4,3.0
Australian Shepherd Lab Mix,4,5,3,5,3,4,4,4,4,1,3,2,3,1,3,4,3,5,3,4,4,4,5,4,4,2,4,5,4,4,5,3.0
Chow Chow,3,1,5,5,1,4,4,4,5,4,4,4,3,3,2,5,3,4,3,4,3,4,4,1,3,2,5,4,4,4,5,4.0
Cesky Terrier,3,4,4,4,1,3,3,5,4,4,2,4,3,4,2,3,4,2,2,3,3,5,3,5,3,2,5,5,3,4,5,4.0
Bocker,3,2,3,2,4,3,3,4,4,5,5,2,4,3,2,3,2,4,4,3,5,4,3,3,3,1,4,4,3,4,5,2.0
Belgian Malinois,3,3,3,4,2,2,3,4,4,5,4,3,3,1,2,3,3,4,4,3,4,4,3,4,3,5,5,5,4,5,2,1.0
Chiweenie,3,4,3,4,2,3,3,4,5,4,3,5,3,2,1,3,2,3,5,3,3,4,2,4,2,1,4,3,2,4,4,2.0
Cheagle,3,3,3,2,3,4,3,4,4,4,4,5,4,3,2,4,4,4,1,4,5,4,3,4,1,5,5,5,3,3,5,4.0
Chow Chow,3,5,3,4,1,3,1,3,5,4,4,5,2,4,5,2,3,1,3,3,4,5,3,4,5,3,4,3,3,4,5,4.0
Cesky Terrier,3,1,3,2,2,1,3,4,5,4,5,3,3,4,2,2,3,4,2,4,5,5,3,1,1,1,3,4,3,4,5,4.0
Cesky Terrier,4,1,2,4,3,3,3,4,5,4,5,2,3,1,1,5,3,4,3,3,5,4,2,4,5,3,5,5,5,4,4,5.0
Bocker,3,1,2,4,3,3,3,4,5,4,3,4,3,1,1,1,1,4,3,3,3,4,3,3,2,3,4,4,3,5,5,3.0
Cheagle,3,4,3,5,2,2,3,4,5,4,3,3,3,3,2,4,3,2,1,3,4,3,2,1,4,4,4,5,3,4,5,3.0
Bocker,3,4,3,3,2,3,3,4,5,4,1,3,2,5,1,4,3,3,4,3,2,4,3,4,3,4,4,4,4,4,5,5.0
Chinese Shar-Pei,3,4,2,5,4,4,3,4,5,5,5,3,3,1,1,4,4,3,3,3,3,5,3,3,5,5,4,3,5,4,5,5.0
Bocker,3,2,4,3,3,3,3,4,5,5,5,3,3,1,4,4,2,3,1,4,4,4,3,3,3,2,4,4,3,4,4,4.0
Bocker,3,4,3,4,2,4,2,5,5,5,5,5,5,4,2,4,3,4,2,3,4,5,3,2,2,2,4,5,3,4,5,4.0
Rottle - Small,3,4,3,2,1,3,4,4,5,5,4,3,3,1,1,5,3,3,4,3,4,4,5,3,5,1,4,3,3,4,4,4.0
Bichon Frise,3,4,4,5,1,3,3,4,4,3,5,1,3,3,4,5,3,4,4,4,5,2,5,3,4,4,4,5,4,4,5,4.0
Cheagle,3,3,3,4,2,1,3,4,5,2,3,2,2,5,4,4,3,1,3,4,3,4,3,3,3,3,5,5,4,5,5,2.0
Cheagle,4,2,3,2,2,3,3,4,5,4,2,2,3,5,1,3,4,3,2,3,5,5,3,4,2,2,4,4,4,5,4,4.0
Belgian Malinois,3,5,3,4,2,4,4,4,5,3,1,5,3,5,2,3,2,3,5,4,3,4,3,1,3,3,4,5,5,5,5,2.0
Bluetick Coonhound,2,3,3,4,5,5,3,3,4,4,3,3,3,5,2,4,3,3,2,4,4,4,3,4,4,4,4,2,1,4,4,1.0
Chorkie,3,2,3,4,2,3,3,4,5,4,3,2,3,2,1,4,3,4,4,5,5,4,3,4,4,1,5,4,4,5,5,2.0
Chow Chow,3,5,2,3,3,3,3,4,4,4,3,4,4,4,1,2,4,4,4,3,4,4,3,4,2,1,4,4,1,4,5,4.0
Belgian Malinois,4,4,3,4,2,3,4,5,5,4,3,3,3,5,2,1,1,1,3,4,4,5,3,3,3,3,4,4,2,5,5,3.0
Black and Tan Coonhound,3,1,3,3,2,3,3,4,4,5,3,2,3,4,2,5,3,3,4,4,4,5,3,3,3,2,4,4,3,5,5,2.0
Cesky Terrier,3,4,2,3,2,4,4,5,5,1,5,3,3,3,1,5,4,4,3,3,4,5,3,1,5,3,4,5,3,4,2,2.0
Belgian Malinois,3,2,3,3,2,3,4,4,5,4,1,3,4,2,2,5,4,4,3,3,3,4,3,4,4,5,4,5,5,4,1,3.0
Chow Chow,3,1,3,4,2,3,4,5,4,1,3,3,3,5,1,2,3,4,3,3,4,3,3,2,3,3,4,5,2,3,1,5.0
Bocker,2,5,2,3,2,3,2,4,5,4,1,2,3,3,1,4,4,5,4,4,5,3,3,5,3,2,4,2,4,4,5,3.0
Cesky Terrier,3,1,3,4,1,2,3,5,5,4,1,3,2,4,2,3,3,3,3,3,5,4,3,4,3,2,4,5,5,4,5,5.0
Belgian Tervuren,3,5,1,3,3,4,3,4,5,3,2,4,3,3,1,3,3,3,5,3,5,5,3,3,3,3,5,5,4,4,5,4.0
Bocker,3,4,3,4,5,2,3,3,5,3,4,3,3,3,1,4,3,4,4,3,4,5,3,3,4,2,4,5,3,5,5,2.0
Belgian Malinois,3,2,2,3,2,1,3,4,5,4,5,3,3,2,1,5,3,2,3,3,5,3,3,1,1,5,4,5,3,4,5,2.0
Cesky Terrier,3,3,1,5,2,4,4,4,5,4,3,3,3,4,1,1,3,4,2,3,5,4,2,2,5,5,4,4,3,4,4,5.0
Bocker,3,4,4,3,2,5,3,4,5,5,3,3,3,2,2,2,3,4,3,4,3,4,5,4,2,4,4,5,5,5,5,2.0
Drever,3,5,3,4,3,4,4,4,5,5,5,3,2,1,1,4,3,4,4,3,3,5,4,3,2,3,4,5,4,3,5,4.0
Chilier,3,1,4,3,2,2,3,4,4,4,4,3,3,3,1,3,4,4,2,3,5,4,3,3,4,4,5,5,1,4,5,3.0
Bocker,2,4,2,5,1,4,3,4,5,5,3,4,3,3,1,1,3,3,2,4,3,4,2,3,3,3,4,4,3,3,5,3.0
Boglen Terrier,3,2,3,3,3,5,4,4,4,4,3,3,3,4,1,1,3,3,4,4,3,5,2,5,3,4,4,5,5,4,4,4.0
Sheepadoodle,3,4,1,5,2,3,3,4,5,5,4,3,3,3,2,4,4,4,3,3,4,3,2,3,1,5,4,5,4,4,3,2.0
Australian Retriever,3,3,3,5,2,4,2,4,5,3,4,4,4,1,2,4,2,3,4,4,5,4,3,2,3,3,4,5,3,5,5,2.0
Catahoula Bulldog,3,4,2,4,5,4,3,4,5,2,3,5,3,2,3,2,3,4,3,4,5,5,4,5,3,3,4,4,3,5,5,2.0
Chow Shepherd,4,1,4,3,2,2,1,4,4,2,2,3,3,3,5,4,4,2,3,3,4,5,3,3,3,3,4,5,3,4,5,4.0
Belgian Tervuren,3,4,3,4,1,1,1,5,4,5,5,3,3,4,1,5,4,4,2,4,3,5,3,3,3,3,5,5,1,4,3,5.0
Corgidor,2,4,4,5,3,3,3,4,5,5,2,3,2,3,5,5,3,4,2,3,5,4,3,3,5,2,4,5,4,5,5,4.0
Cesky Terrier,3,5,3,5,2,1,4,1,4,4,3,3,3,3,2,5,4,3,4,3,4,5,3,4,1,5,2,4,4,4,4,3.0
Bocker,3,1,3,5,3,4,3,4,5,4,3,4,3,4,1,4,4,4,2,4,4,5,4,1,3,3,4,4,4,4,5,2.0
Japanese Spitz,3,4,3,4,3,3,4,4,4,5,5,3,3,1,1,3,2,3,4,3,5,4,3,4,2,3,3,5,4,5,4,3.0
Chow Chow,2,4,2,5,2,2,2,4,4,3,5,1,3,2,1,1,3,4,2,4,4,4,3,3,2,2,4,5,2,4,5,3.0
Chow Shepherd,3,4,3,3,2,4,1,4,4,3,4,3,4,2,1,1,3,3,4,4,5,5,3,2,4,3,4,4,3,4,5,5.0
Chow Chow,3,1,4,5,2,4,3,3,5,4,3,3,3,4,1,4,4,4,3,4,5,4,3,4,2,2,4,4,3,4,5,3.0
Chow Chow,3,4,3,3,2,4,2,4,5,4,4,3,4,3,1,4,3,1,1,4,3,4,3,4,2,3,4,4,2,5,4,3.0
Belgian Malinois,2,4,2,2,1,4,3,1,5,4,3,3,3,2,2,4,4,1,2,3,4,5,2,4,1,3,4,4,4,4,4,2.0
Chow Chow,3,3,3,5,2,4,3,4,4,2,3,2,3,4,1,4,4,3,4,4,3,5,3,3,3,2,4,5,4,4,5,2.0
Berger Picard,3,5,5,4,2,3,3,4,5,5,4,2,3,4,2,4,3,4,2,3,5,5,4,4,3,3,2,5,3,5,5,3.0
Shichon,4,3,3,5,2,3,3,4,5,4,5,4,3,3,2,5,4,3,3,3,4,4,3,4,3,5,5,5,3,4,4,3.0
Belgian Malinois,3,5,3,4,1,4,4,4,4,4,4,3,3,3,1,1,4,4,5,4,3,5,3,5,1,1,5,4,4,5,5,3.0
Basset Fauve de Bretagne,3,1,3,2,3,3,3,4,4,5,4,3,3,4,2,4,4,3,3,3,4,4,3,1,4,5,4,4,4,5,5,2.0
Chow Chow,3,5,2,4,1,1,3,5,4,4,2,3,3,4,2,4,3,2,3,3,4,5,3,2,5,5,5,4,4,5,4,2.0
Chow Chow,3,3,4,3,2,3,3,5,4,4,2,4,3,3,2,1,4,4,4,3,5,3,3,3,3,3,4,2,2,4,5,4.0
Bocker,3,5,3,5,2,4,3,4,5,4,3,5,3,3,1,1,4,3,4,3,5,3,3,5,3,4,4,5,4,4,3,1.0
Bocker,3,5,3,3,1,3,4,4,5,4,2,3,3,4,5,3,3,3,4,4,4,4,3,4,3,2,5,5,3,5,5,4.0
Cheagle,3,5,2,4,2,3,2,3,5,4,4,2,3,2,2,2,3,2,2,4,1,5,3,3,3,2,4,2,3,4,3,4.0
Belgian Tervuren,3,3,3,3,3,4,3,4,5,4,4,3,3,2,4,4,4,3,3,3,5,4,3,4,3,2,4,2,5,4,3,2.0
Cesky Terrier,3,4,3,5,2,3,2,4,4,4,4,3,3,1,1,3,4,1,4,4,4,5,3,3,3,4,5,3,3,4,5,2.0
Chihuahua,3,3,4,4,2,4,2,4,4,4,4,3,3,3,1,5,4,4,2,3,5,3,3,3,2,3,4,4,1,4,3,3.0
Bocker,3,2,3,3,2,2,3,4,4,4,5,3,3,3,1,5,4,4,2,4,4,4,3,3,4,2,5,5,4,4,4,3.0
Cesky Terrier,3,2,3,3,2,3,2,4,4,4,4,5,3,2,5,2,5,3,3,4,4,4,3,5,2,3,4,5,4,4,5,2.0
Shichon,3,1,4,4,2,4,3,5,5,4,3,3,3,1,1,4,3,3,1,3,4,3,2,3,4,4,5,5,3,5,5,2.0
Cesky Terrier,3,5,2,3,1,4,3,4,5,5,3,2,3,2,5,4,4,3,2,3,1,5,3,2,4,1,2,5,4,5,5,2.0
Cavapoo,4,5,4,4,2,4,3,2,5,4,5,3,3,3,1,4,3,4,1,4,5,3,3,4,3,3,4,5,4,2,4,2.0
Rottle - Small,3,3,2,4,3,5,3,4,4,4,3,3,3,5,1,2,3,3,5,3,4,5,3,2,4,3,4,5,4,1,5,4.0
Belgian Tervuren,3,2,3,5,2,4,3,4,4,4,4,2,4,3,1,3,3,1,2,3,4,5,3,3,4,3,4,5,3,4,4,4.0
Cesky Terrier,2,1,2,4,4,4,3,4,5,4,4,3,3,2,1,4,3,4,3,3,5,5,1,1,5,1,5,4,4,4,5,4.0
Bichon Frise,3,5,4,4,1,4,3,5,5,5,3,3,3,4,1,3,4,4,2,4,2,4,3,1,2,2,4,5,3,5,5,3.0
American Foxhound,3,4,5,3,2,1,3,5,4,5,4,1,3,3,1,2,2,2,3,4,4,2,3,3,3,2,4,5,3,4,5,2.0
Australian Shepherd Lab Mix,2,3,3,3,2,4,3,4,4,3,1,3,5,2,1,5,3,3,4,4,3,5,3,4,2,2,4,4,3,5,4,4.0
Chow Chow,2,2,2,4,2,4,2,4,5,4,4,3,3,3,2,2,3,4,2,3,4,4,3,4,3,5,4,5,3,4,4,5.0
Chow Chow,2,2,2,5,1,3,3,4,5,4,4,3,4,3,5,1,3,3,2,4,5,4,3,4,3,4,4,3,3,2,5,2.0
Bullboxer Pit,3,5,2,3,2,3,1,4,5,4,3,5,3,3,2,5,4,3,1,4,5,4,3,5,4,3,5,3,3,4,5,2.0
Chow Chow,3,2,4,5,1,3,3,3,4,4,3,2,3,2,1,2,3,4,3,4,3,4,2,3,2,3,4,5,2,4,4,3.0
Chow Chow,3,5,4,4,3,3,3,3,5,4,5,3,3,5,2,3,4,3,2,4,5,4,1,2,4,2,4,4,4,4,5,4.0
Cesky Terrier,3,2,3,4,4,4,3,4,5,4,3,1,2,4,1,4,3,2,3,3,3,4,3,4,4,3,4,4,3,3,5,5.0
Chow Chow,2,3,2,4,2,3,3,4,5,5,4,5,3,2,1,5,4,5,4,4,4,4,2,2,4,3,4,3,4,4,1,4.0
Manchester Terrier,3,2,2,4,2,3,2,4,5,4,5,3,3,3,1,3,2,1,2,4,4,5,3,3,3,4,5,3,3,5,4,3.0
Chug,3,3,5,3,2,3,4,3,5,4,3,4,3,5,1,4,4,3,4,3,4,5,2,1,3,1,4,3,5,4,5,3.0
Belgian Malinois,3,2,3,4,3,2,3,4,5,3,5,3,3,2,1,5,1,2,3,3,3,5,3,4,4,2,4,4,4,5,5,3.0
Bocker,3,5,2,3,1,3,4,3,5,2,4,5,3,3,1,4,2,4,5,3,5,4,3,4,4,4,4,5,3,5,5,3.0
Belgian Malinois,3,5,2,4,3,5,2,3,5,4,3,4,3,2,2,5,2,2,2,3,3,5,2,3,5,5,5,4,3,5,4,4.0
Cesky Terrier,3,3,4,4,2,2,3,4,4,5,3,3,3,4,1,3,4,2,2,5,3,5,5,1,4,1,4,5,3,4,4,4.0
Schipperke,3,5,3,4,2,3,3,4,5,5,1,5,3,2,5,1,4,3,3,3,5,5,5,4,5,2,4,4,4,4,5,4.0
Chow Chow,3,5,3,4,3,1,3,4,5,4,2,4,3,3,1,4,4,4,5,4,3,5,4,3,4,4,3,4,3,4,5,3.0
Bocker,3,1,2,4,1,2,2,4,4,4,5,3,3,3,2,4,3,4,2,3,5,5,3,3,3,2,4,3,2,4,4,4.0
Bocker,3,4,3,4,3,3,4,3,4,4,5,3,3,4,1,1,4,5,3,3,5,4,3,5,2,3,4,5,5,4,5,2.0
Chilier,2,5,2,4,2,4,3,4,5,4,3,3,3,2,2,2,2,3,4,3,4,5,4,4,1,1,4,5,4,5,5,2.0
Bocker,3,1,4,4,2,4,3,3,4,4,3,3,3,3,2,3,4,4,3,3,4,5,3,3,2,2,4,5,3,3,5,3.0
Chug,3,4,3,4,2,3,4,4,5,5,4,3,3,4,2,3,3,4,3,3,3,4,3,5,4,3,4,5,3,4,5,3.0
Rottle - Small,3,5,4,3,2,2,3,4,5,4,4,4,3,4,2,3,4,3,4,4,4,4,4,3,5,2,4,5,3,4,5,2.0
Cavapoo,3,5,1,5,5,4,3,5,5,5,3,4,3,4,1,4,4,4,2,4,5,4,3,2,4,2,3,4,4,5,5,3.0
Cavapoo,4,4,3,5,2,1,3,4,4,4,3,3,3,1,2,4,4,5,1,3,3,3,3,4,3,4,4,3,2,4,4,3.0
Cheagle,3,3,3,5,2,4,3,4,5,5,4,3,3,4,1,5,3,4,3,4,3,5,3,4,2,2,4,4,5,4,5,2.0
Chinook,3,5,3,5,3,4,3,4,5,4,3,4,3,2,1,4,4,3,3,4,1,5,3,2,2,2,4,5,3,5,5,5.0
Rottle - Small,4,5,3,3,3,5,2,5,5,5,3,4,3,1,5,4,3,3,2,4,4,4,3,5,5,2,4,5,3,4,5,3.0
Chow Chow,3,5,2,4,3,4,3,4,4,5,3,5,3,2,5,1,4,4,4,3,4,5,3,5,5,5,4,5,4,4,5,4.0
Chorkie,3,4,3,3,3,3,3,4,5,4,5,1,3,1,1,4,3,4,3,4,3,5,3,4,3,2,4,5,4,4,5,3.0
Cesky Terrier,3,1,2,3,3,3,3,3,5,5,4,3,3,1,1,4,4,4,3,3,3,5,3,3,3,3,3,4,2,5,5,2.0
Chug,3,2,3,3,2,3,3,4,5,4,5,3,3,3,4,3,4,3,2,4,5,5,3,3,3,3,4,5,5,1,5,3.0
Shichon,3,5,4,3,2,2,3,3,5,4,1,3,3,1,4,3,3,5,2,3,4,4,3,4,3,4,4,4,3,4,5,3.0
Bedlington Terrier,3,1,2,5,2,4,4,4,2,4,3,3,3,4,2,5,3,4,4,3,4,4,3,4,4,3,4,4,3,4,2,3.0
Corman Shepherd,3,1,3,3,2,3,3,4,4,4,3,3,2,2,1,2,3,5,4,4,4,4,3,5,2,2,5,5,3,4,5,5.0
Belgian Tervuren,3,5,3,4,3,4,3,4,4,3,2,3,2,3,1,4,3,2,1,4,3,5,5,3,4,3,4,5,4,5,5,2.0
Rottle - Small,3,4,3,4,2,4,2,4,5,4,4,3,3,4,1,2,3,4,2,4,1,4,2,5,5,4,4,5,4,4,5,4.0
Chow Chow,3,4,3,4,3,4,3,5,4,4,3,3,3,2,1,3,4,3,4,3,5,4,3,3,3,3,5,4,2,4,5,3.0
Belgian Malinois,3,5,3,3,2,3,3,4,5,5,4,3,3,5,2,4,1,2,2,3,3,4,3,4,2,3,4,3,2,5,5,5.0
Bocker,3,2,3,3,3,4,3,4,5,4,3,4,3,3,1,2,3,4,2,3,4,4,3,4,1,5,4,4,3,5,4,3.0
Chow Chow,3,5,2,5,3,3,3,5,5,5,1,3,3,4,2,3,3,5,5,3,2,5,3,3,4,4,4,4,4,4,5,5.0
Yorkipoo,2,1,3,4,3,1,3,4,5,4,4,2,4,1,2,4,1,3,3,4,5,4,3,3,4,3,5,5,3,4,5,3.0
Chow Chow,3,5,2,3,2,4,3,4,5,5,5,3,3,3,2,4,4,3,4,3,3,4,5,4,5,2,4,4,4,4,5,2.0
Chow Chow,3,5,4,5,3,3,3,4,5,5,2,4,3,2,1,3,3,2,3,3,4,4,3,5,1,3,4,4,1,4,5,3.0
Black Russian Terrier,3,2,1,4,3,4,3,4,4,5,3,3,4,3,1,5,3,3,4,4,5,5,5,4,2,3,4,4,2,4,4,2.0
Bluetick Coonhound,3,3,3,4,2,5,4,5,4,5,5,3,3,5,2,3,4,4,4,3,3,3,3,3,1,4,5,5,4,4,5,3.0
Bullador,3,5,2,4,3,4,3,3,5,4,5,3,3,1,1,4,4,4,4,3,4,3,3,4,4,3,4,3,4,4,5,2.0
Bocker,3,4,3,4,2,4,3,4,5,2,4,3,3,4,1,2,3,5,3,3,4,3,3,3,4,4,4,5,2,5,5,4.0
Chow Chow,3,5,3,5,2,3,4,4,4,5,4,3,3,1,2,4,4,3,3,4,5,4,5,2,1,3,4,5,1,4,5,5.0
Chow Chow,4,2,3,5,2,3,3,4,4,4,4,3,3,1,1,2,4,3,5,4,5,5,3,4,5,2,4,2,4,4,5,3.0
Cesky Terrier,3,5,2,4,2,3,2,3,5,4,4,3,3,1,1,2,3,3,2,3,3,5,2,3,3,4,4,5,3,5,5,3.0
Chorkie,3,5,2,3,2,3,3,4,5,5,4,3,3,4,2,4,4,4,4,3,5,5,2,5,4,2,5,4,5,3,1,2.0
Chow Chow,4,1,4,4,3,3,4,5,4,4,5,2,3,1,3,4,4,4,4,3,5,4,4,5,3,3,4,4,3,5,4,2.0
Chow Chow,2,3,3,4,2,3,4,4,5,5,2,3,3,5,1,1,4,4,3,4,4,5,3,4,3,2,4,5,4,4,4,2.0
Cesky Terrier,3,2,2,4,2,3,3,4,2,2,3,4,3,4,2,1,4,4,2,4,5,4,3,1,5,3,4,3,3,4,5,3.0
Shichon,3,3,3,4,2,3,3,4,4,5,4,3,3,3,2,4,4,3,4,3,3,4,2,5,5,2,4,2,4,4,5,3.0
Chow Chow,3,5,3,3,2,3,3,3,5,4,4,4,3,2,1,1,4,4,5,4,1,5,5,1,4,2,2,4,4,4,5,5.0
Icelandic Sheepdog,3,2,4,5,1,3,3,4,5,4,3,2,3,3,1,4,4,3,4,4,5,5,3,1,3,3,2,2,4,4,4,5.0
